Anno,Identificador PAA,Entidad,NIT,Localización,DescripcionUbicacion,Mision/Vision,Perspectiva Estrategica,Presupuesto Menor Cuantia,Presupuesto Minima Cuantia,Presupuesto Global,Fecha Primera Publicación,Mes Proyectado,Identificador Item,Categoria Principal,Precio Base,Ultima Fecha Modificacion,Version,Referencia Contrato,Referencia Operacion,Fecha Publicacion,Modalidad,Contacto,UNSPSC - Codigo Producto,UNSPSC - Nombre Producto,UNSPSC - Codigo Clase,UNSPSC - Nombre Clase,UNSPSC - Codigo Familia,UNSPSC - Nombre Familia
2019,CO1.APP.539603,CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - ARMENIA,800130829,CO-QUI-63001,Quindío,"CONCENTRAR LA FUNCIÓN ADMINISTRATIVA DE LAS UNIDADES CENTRALIZADAS A TRAVÉS DE LA ORDENACIÓN DEL GASTO,LA EJECUCIÓN DE LA CADENA PRESUPUESTA Y DE LOS PROCESOS CONTRACTUALES, CONTABLES, TESORERÍA Y DE CONTROL DE INVENTARIOS , INHERENTES A LA OPERACIÓN Y FUNCIONAMIENTO DE LAS UNIDADES DEPENDIENTE ADMINISTRATIVAMENTE, DENTRO DEL MARCO NORMATIVO VIGENTE, BAJO PREMISAS DE MEJORA CONTINUA A TRAVÉS DE UNA CENTRALIZACIÓN COMPETITIVA Y EFECTIVA.| VISIÓN EN EL AÑO 2022 L CENTRAL ADMINISTRATIVA Y CONTABLE CENAC SERA RECONOCIDA COMO UNIDAD ESPECIAL DISTINGUIDA POR SU ORGANIZACIÓN SISTEMÁTICA Y ALTA EFECTIVIDAD Y COMPETITIVIDAD, CON CAPACIDADES HUMANAS Y TÉCNICAS CONSOLIDADAS PARA ASUMIR LOS RETOS , LAS TENDENCIAS DEL FUTURO Y LA DEMANDA DE LAS UNIDADES OPERATIVAS Y TÁCTICAS DEL EJERCITO NACIONAL EN MATERIA PRESUPUESTAS ADMINISTRATIVA Y FINANCIERA, BAJO ESTÁNDARES CERTIFICADOS DE CALIDAD Y DESARROLLO EN LA GESTIÓN DEL CONOCIMIENTO",LA CENTRAL ADMINISTRATIVA Y CONTABLE CONTRATA LOS PROCESOS Y PARA EL FUNCIONAMIENTO Y CUMPLIMIENTO DE SU MISIÓN,828611000,82861100,3143595053,2019-01-31 17:41:11.760000000,Septiembre,CO1.APPNA.85854616.161839781,V1.12161802,51904000,2020-01-14 00:00:00,89,048-CENACARM-2019,048-CENACARM-2019,2019-01-31 17:41:11.760000000,CCE-10-Minima_Cuantia,LUIS FERNANDO CASTAÑO,V1.12161802,Suspensiones,V1.12161800,Coloides,V1.12160000,Aditivos
2018,CO1.APP.342112,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,CO-DC,Distrito Capital de Bogotá,"MISIÓN: Promover la oferta educativa en la ciudad para garantizar el acceso y la permanencia de los niños, niñas y jóvenes en el sistema educativo, en sus distintas formas, niveles y modalidades; la calidad y pertinencia de la educación, con el propósito de formar individuos capaces de vivir productiva, creativa y responsablemente en comunidad.
 
VISIÓN: La SED garantizará el derecho a la educación de los niños, niñas y jóvenes de la ciudad, a través de colegios distritales modernos, humanos e incluyentes y de un proceso de formación democrático, participativo, permanente, personal, cultural y social.","La Secretaría de Educación del Distrito comprende la educación como un derecho humano, fundamental y universal. Su objetivo misional supone garantizar este derecho a todos los ciudadadanos de la capital, por lo que emprende estrategias a favor del acceso, la permanencia, la gratuidad y la equidad. Este derecho debe ser otorgado con calidad, por lo que propende por la excelencia académica y el desarrollo de capacidades para el buen vivir. El Plan de Desarrollo Bogotá Mejor para todos ubica todas las iniciativas destinadas a garantizar el ejercicio efectivo del derecho a la educación en el eje , cuyo propósito es reducir las condiciones sociales, económicas y culturales que están en la base de la segregación económica, social, espacial y cultural de la ciudadanía bogotana, que contribuyen a la persistencia de las condiciones de desigualdad o que dan lugar a procesos de discriminación. Así este eje se plantea como principal reto el de la equidad, y en este escenario, la educación de calidad se constituye una de las principales herramientas para reducir la discriminación y la segregación. Para que la educación actúe como palanca de equidad social, el plan de desarrollo establece 6 metas de impacto que abordan problemas centrales del sector, comprometiéndose con: 

1) Ampliar el acceso y permanencia de los estudiantes provenientes de los estratos más bajos y en determinados niveles educativos, 2) mejorar la calidad del servicio educativo y los resultados del aprendizaje en el sector oficial, y 3) reducir las desigualdades sociales y la exclusión en el sector. Las metas de impacto son:
1) Atender integralmente a 270.000 niños y niñas de primera infancia en Bogotá, desde un modelo inclusivo y diferencial de calidad que garantice su desarrollo integral, mediante la implementación de diferentes modalidades con la participación de los sectores público, privado y solidario de la ciudad (202.000 de 0 a 2 años y 68.000 de 3 a 5 años). 
2) Incrementar la tasa de cobertura neta en 3 puntos porcentuales, para los estudiantes de estratos 1 y 2 que asisten a los niveles de escolaridad en el rango de población de 5 a 21 años.
3) Disminuir en 5% la brecha entre los colegios-jornadas distritales y los colegios del sector privado, clasificados en las categorías muy superior, superior y alto, en las pruebas ICFES SABER 11.
4) Aumentar en un 10% la participación en organizaciones de las personas entre 10 y 21 años.
5) Aumentar a 45% la percepción positiva sobre la educación pública de la ciudad
6) Reducir al 2,5% la deserción en los colegios distritales

Atendiendo al horizonte definido por las metas de impacto, se prevé que los alcances de la política pública sean:
- Reducir la exclusión y las desigualdades en las oportunidades educativas
- Mejorar la oferta en los niveles que presentan menor cobertura y deserción
- Garantizar una atención integral a primera infancia
- Fortalecer la educación media de modo que sea más pertinente y se articule de manera más clara con la educación superior
- Mejorar conocimientos, habilidades y actitudes de la población
- Fortalecer las instituciones educativas con empoderamiento ciudadano, docente y mejoramiento de la gestión sectorial.
- Mejorar la calidad de la educación, entendida como mayor aprendizaje de saberes académicos fundamentales y de valores derivados de una formación integral",781242000,78124200,2008196017409,2017-12-29 15:37:33.487000000,Enero,CO1.APPNA.42999755.110531182,V1.80101505,13743084,2018-12-31 00:00:00,121,SED-SII-DIIP-PSAG286,SED-SII-DIIP-PSAG286,2017-12-29 15:37:33.487000000,CCE-05-Contratacion_Directa,YESID ALBERTO ORCASITAS VEGA,V1.80101505,Desarrollo de políticas u objetivos empresariales,V1.80101500,Servicios de consultoría de negocios y administración corporativa,V1.80100000,Servicios de asesoría de gestión
2018,CO1.APP.356525,CAJA DE LA VIVIENDA POPULAR,899999074,CO-DC-11001,Distrito Capital de Bogotá,"MISIÓN: Ejecutar las políticas de la Secretaría del Hábitat en los programas de Titulación de Predios, Mejoramiento de Vivienda, Mejoramiento de Barrios y Reasentamientos Humanos, mediante la aplicación de instrumentos técnicos, jurídicos, financieros y sociales con el propósito de elevar la calidad de vida de la población de estratos 1 y 2 que habita en barrios de origen informal o en zonas de riesgo
VISIÓN:  Ser reconocida para el 2020 como la entidad pública líder en la ejecución de la política de hábitat a través de los programas de acompañamiento integral a la población de estratos 1 y 2 que habita en barrios de origen informal o en zonas de riesgo.","La CAJA DE LA VIVIENDA POPULAR tiene 4 programas estratégicos: 1) Reasentamientos Humanos 2) Mejoramiento de Barrios 3) Urbanización y Titulación y 4) Mejoramiento de Vivienda con los cuales busca: -Mejorar las condiciones de vida de la poblacion objeto de atencion localizada en la ciudad legal de origen informal.- Fortalecer y mejorar los procesos y esquemas de comunicación y divulgación.-Fortalecer la gestión de la entidad a traves del talento humano y la racionalización y buen uso de los recursos administrativos, financieros y juridicos Y Desarrollar e implementar un Sistema Integrado de Gestion Institucional basado en procesos y en la mejora continua.",218747760,21874776,50450651084,2018-01-03 19:01:24.253000000,Agosto,CO1.APPNA.52413516.114744883,V1.93141500,13596000,2019-01-10 00:00:00,219,CVP-DIR-109-2018,CVP-DIR-109-2018,2018-01-03 19:01:24.253000000,CCE-16-Servicios_profesionales_gestion,CAMILO ERNESTO CHACON OROZCO,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales,V1.93000000,Servicios Políticos y de Asuntos Cívicos
2018,CO1.APP.356525,CAJA DE LA VIVIENDA POPULAR,899999074,CO-DC-11001,Distrito Capital de Bogotá,"MISIÓN: Ejecutar las políticas de la Secretaría del Hábitat en los programas de Titulación de Predios, Mejoramiento de Vivienda, Mejoramiento de Barrios y Reasentamientos Humanos, mediante la aplicación de instrumentos técnicos, jurídicos, financieros y sociales con el propósito de elevar la calidad de vida de la población de estratos 1 y 2 que habita en barrios de origen informal o en zonas de riesgo
VISIÓN:  Ser reconocida para el 2020 como la entidad pública líder en la ejecución de la política de hábitat a través de los programas de acompañamiento integral a la población de estratos 1 y 2 que habita en barrios de origen informal o en zonas de riesgo.","La CAJA DE LA VIVIENDA POPULAR tiene 4 programas estratégicos: 1) Reasentamientos Humanos 2) Mejoramiento de Barrios 3) Urbanización y Titulación y 4) Mejoramiento de Vivienda con los cuales busca: -Mejorar las condiciones de vida de la poblacion objeto de atencion localizada en la ciudad legal de origen informal.- Fortalecer y mejorar los procesos y esquemas de comunicación y divulgación.-Fortalecer la gestión de la entidad a traves del talento humano y la racionalización y buen uso de los recursos administrativos, financieros y juridicos Y Desarrollar e implementar un Sistema Integrado de Gestion Institucional basado en procesos y en la mejora continua.",218747760,21874776,50450651084,2018-01-03 19:01:24.253000000,Agosto,CO1.APPNA.52413516.114744883,V1.93141500,13596000,2019-01-10 00:00:00,219,CVP-DIR-109-2018,CVP-DIR-109-2018,2018-01-03 19:01:24.253000000,CCE-16-Servicios_profesionales_gestion,CAMILO ERNESTO CHACON OROZCO,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales,V1.93000000,Servicios Políticos y de Asuntos Cívicos
2018,CO1.APP.349316,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA,811000231,CO-ANT-05001,Antioquia,"Misión: Contribuir al logro del desarrollo sostenible, mediante el conocimiento y mejoramiento de la oferta ambiental y la administración del uso de los recursos para responder a su demanda, a través de la construcción de una cultura ambiental del territorio. Visión: En el año 2019 el territorio de la jurisdicción de CORANTIOQUIA tendrá un aprovechamiento sostenible y competitivo de la oferta de bienes y servicios ambientales, en los ámbitos nacional e internacional. Esto se logrará mediante el ordenamiento ambiental y el trabajo articulado de actores conocedores de las restricciones y las potencialidades ambientales. De esta manera, la Corporación aportará al desarrollo integral y equitativo, al crecimiento económico y al mejoramiento de la calidad de vida de las comunidades.","La Corporación, para cumplir con su función de ejecutar políticas, planes y programas nacionales en materia ambiental, como marco orientador de la gestión ambiental, se ciñe a las líneas estratégicas y acciones prioritarias del Plan de Gestión Ambiental Regional 2007  2019, el Plan de Acción 2016-2019, Acuerdo del Consejo Directivo 444 de 2014 (reglamento interno de presupuesto). Cuenta con una planta de personal de 461 funcionarios, distribuidos en un nivel central de la Administración y ocho (8) Oficinas Territoriales (Aburrá Norte, Aburrá Sur, Cartama, Citará, Hevéxicos, Panzenú, Tahamies y Zenufaná). La contratación se realiza en el nivel central (Medellín), en la cual participan todas las dependencias corporativas a través de los procedimientos internos que regulan las etapas precontractuales y contractuales. El presupuesto institucional aprobado según acuerdo 516 para la vigencia 2018, asciende a la suma de $98.322.871.280.",351558900,35155890,72374645463,2018-01-10 15:12:49.440000000,Agosto,CO1.APPNA.51778602.112675971,V1.77101700,35000000,2018-12-27 00:00:00,80,110-CD1808-80,110-CD1808-80,2018-01-10 15:12:49.440000000,CCE-05-Contratacion_Directa,JUAN CARLOS CANO ACEVEDO,V1.77101700,Servicios de asesoría ambiental,V1.77100000,Gestión medioambiental,V1.77000000,Servicios Medioambientales
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335039,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-026-2018,CD-SMA-026-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335039,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-026-2018,CD-SMA-026-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335039,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-026-2018,CD-SMA-026-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.371602,MUNICIPIO DE ENVIGADO 2020,890907106,CO-ANT-05266,Antioquia,"Misión del Municipio: Nuestra misión es la promoción del desarrollo integral, la sostenibilidad y la competitividad del municipio, con el ánimo de contribuir al mejoramiento de la calidad de vida de la comunidad, promocionando la generación de competencias en todos los individuos para que accedan a los beneficios de desarrollo y participen en su planeación y ejecución, mediante el Optimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios. Visión del Municipio: Nuestra visión consiste en lograr cada vez un mayor impacto social, fortaleciendo la calidad de vida, el civismo, la cultura y la educación de los ciudadanos, generando oportunidades de crecimiento y bienestar, basados en una organización moderna y en un talento humano especializado.","Siendo consecuentes con la responsabilidad de la Administración Pública en el cuidado y utilización de los bienes, procurando el bienestar de los habitantes del municipio de Envigado y dado que los mecanismos de control se basan en el comportamiento de los servidores Públicos, es de vital importancia para la Administración Municipal, el reconocimiento y la formalización de unos principios de ética que sirvan para expresar la gestión de acuerdo al Codigo de Ética establecido, en procura de que se desarrollen por parte de los funcionarios acciones de rectitud e integridad, que prevengan la corrupción y demás prácticas que estén en contravía a la realizaciOn de una gestión eficiente.",507807300,50780730,298416690543,2017-11-27 14:41:03.867000000,Enero,CO1.APPNA.42696063.118956639,V1.93141506,40065960,2019-02-05 00:00:00,209,ENV-09-09-022-18,ENV-09-09-022-18,2017-11-27 14:41:03.867000000,CCE-16-Servicios_profesionales_gestion,Jose Fernando Vélez Zapata,V1.93141506,Servicios de bienestar social,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales
2018,CO1.APP.371602,MUNICIPIO DE ENVIGADO 2020,890907106,CO-ANT-05266,Antioquia,"Misión del Municipio: Nuestra misión es la promoción del desarrollo integral, la sostenibilidad y la competitividad del municipio, con el ánimo de contribuir al mejoramiento de la calidad de vida de la comunidad, promocionando la generación de competencias en todos los individuos para que accedan a los beneficios de desarrollo y participen en su planeación y ejecución, mediante el Optimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios. Visión del Municipio: Nuestra visión consiste en lograr cada vez un mayor impacto social, fortaleciendo la calidad de vida, el civismo, la cultura y la educación de los ciudadanos, generando oportunidades de crecimiento y bienestar, basados en una organización moderna y en un talento humano especializado.","Siendo consecuentes con la responsabilidad de la Administración Pública en el cuidado y utilización de los bienes, procurando el bienestar de los habitantes del municipio de Envigado y dado que los mecanismos de control se basan en el comportamiento de los servidores Públicos, es de vital importancia para la Administración Municipal, el reconocimiento y la formalización de unos principios de ética que sirvan para expresar la gestión de acuerdo al Codigo de Ética establecido, en procura de que se desarrollen por parte de los funcionarios acciones de rectitud e integridad, que prevengan la corrupción y demás prácticas que estén en contravía a la realizaciOn de una gestión eficiente.",507807300,50780730,298416690543,2017-11-27 14:41:03.867000000,Enero,CO1.APPNA.42696063.118956639,V1.93141506,40065960,2019-02-05 00:00:00,209,ENV-09-09-022-18,ENV-09-09-022-18,2017-11-27 14:41:03.867000000,CCE-16-Servicios_profesionales_gestion,Jose Fernando Vélez Zapata,V1.93141506,Servicios de bienestar social,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales
2018,CO1.APP.371602,MUNICIPIO DE ENVIGADO 2020,890907106,CO-ANT-05266,Antioquia,"Misión del Municipio: Nuestra misión es la promoción del desarrollo integral, la sostenibilidad y la competitividad del municipio, con el ánimo de contribuir al mejoramiento de la calidad de vida de la comunidad, promocionando la generación de competencias en todos los individuos para que accedan a los beneficios de desarrollo y participen en su planeación y ejecución, mediante el Optimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios. Visión del Municipio: Nuestra visión consiste en lograr cada vez un mayor impacto social, fortaleciendo la calidad de vida, el civismo, la cultura y la educación de los ciudadanos, generando oportunidades de crecimiento y bienestar, basados en una organización moderna y en un talento humano especializado.","Siendo consecuentes con la responsabilidad de la Administración Pública en el cuidado y utilización de los bienes, procurando el bienestar de los habitantes del municipio de Envigado y dado que los mecanismos de control se basan en el comportamiento de los servidores Públicos, es de vital importancia para la Administración Municipal, el reconocimiento y la formalización de unos principios de ética que sirvan para expresar la gestión de acuerdo al Codigo de Ética establecido, en procura de que se desarrollen por parte de los funcionarios acciones de rectitud e integridad, que prevengan la corrupción y demás prácticas que estén en contravía a la realizaciOn de una gestión eficiente.",507807300,50780730,298416690543,2017-11-27 14:41:03.867000000,Enero,CO1.APPNA.42696063.118956639,V1.93141506,40065960,2019-02-05 00:00:00,209,ENV-09-09-022-18,ENV-09-09-022-18,2017-11-27 14:41:03.867000000,CCE-16-Servicios_profesionales_gestion,Jose Fernando Vélez Zapata,V1.93141506,Servicios de bienestar social,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales
2018,CO1.APP.371602,MUNICIPIO DE ENVIGADO 2020,890907106,CO-ANT-05266,Antioquia,"Misión del Municipio: Nuestra misión es la promoción del desarrollo integral, la sostenibilidad y la competitividad del municipio, con el ánimo de contribuir al mejoramiento de la calidad de vida de la comunidad, promocionando la generación de competencias en todos los individuos para que accedan a los beneficios de desarrollo y participen en su planeación y ejecución, mediante el Optimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios. Visión del Municipio: Nuestra visión consiste en lograr cada vez un mayor impacto social, fortaleciendo la calidad de vida, el civismo, la cultura y la educación de los ciudadanos, generando oportunidades de crecimiento y bienestar, basados en una organización moderna y en un talento humano especializado.","Siendo consecuentes con la responsabilidad de la Administración Pública en el cuidado y utilización de los bienes, procurando el bienestar de los habitantes del municipio de Envigado y dado que los mecanismos de control se basan en el comportamiento de los servidores Públicos, es de vital importancia para la Administración Municipal, el reconocimiento y la formalización de unos principios de ética que sirvan para expresar la gestión de acuerdo al Codigo de Ética establecido, en procura de que se desarrollen por parte de los funcionarios acciones de rectitud e integridad, que prevengan la corrupción y demás prácticas que estén en contravía a la realizaciOn de una gestión eficiente.",507807300,50780730,298416690543,2017-11-27 14:41:03.867000000,Enero,CO1.APPNA.42696063.118956639,V1.93141506,40065960,2019-02-05 00:00:00,209,ENV-09-09-022-18,ENV-09-09-022-18,2017-11-27 14:41:03.867000000,CCE-16-Servicios_profesionales_gestion,Jose Fernando Vélez Zapata,V1.93141506,Servicios de bienestar social,V1.93141500,Desarrollo y servicios sociales,V1.93140000,Servicios comunitarios y sociales
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
